,An_comptage,Nummois_comptage,Semaine_comptage,Comptage_horaire,Ferie,Vacances,Restrictions_covid,Temperature_min,Temperature_max,Temperature_moy,Precipitations,Ensoleillement,An_semaine,lat,lng,Distance_métro,Distance_centre_Paris,Densité_pop,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT,ADULTES HANDICAPÉS : SERVICES DE SOINS À DOMICILE,AGENCE DE TRAVAIL TEMPORAIRE,AMBULANCE,ATHLÉTISME,BOULODROME,BOWLING,CAMPING,CENTRE ACCUEIL DEMANDEUR D’ASILE,CENTRE DE SANTÉ,CENTRE DISPENSANT DES FORMATIONS D’APPRENTISSAGE AGRICOLE,CENTRE LUTTE CANCER,CENTRE MÉDECINE PRÉVENTIVE,CENTRE PROVISOIRE D’HÉBERGEMENT,CENTRE ÉQUESTRE,CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE,CONSEIL DE PRUD’HOMMES (CPH),CONSERVATOIRE,CONTRÔLE TECHNIQUE AUTOMOBILE,COUR D’APPEL (CA),DIALYSE,DRFIP ET DDFIP,ENFANTS HANDICAPÉS : HÉBERGEMENT,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES,ERGOTHÉRAPEUTE,GARES,GRANDE SURFACE DE BRICOLAGE,HOSPITALISATION À DOMICILE,HYPERMARCHÉ,LYCÉE D’ENSEIGNEMENT TECHNIQUE ET/OU PROFESSIONNEL AGRICOLE,MAGASIN DE REVÊTEMENTS MURS ET SOLS,MAISON DE JUSTICE ET DU DROIT,MAISON DE SANTÉ PLURIDISCIPLINAIRE,MATERNITÉ,ORTHOPTISTE,PARCOURS SPORTIF/SANTÉ,PERSONNES ÂGÉES : SOINS À DOMICILE,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,POISSONNERIE,PRODUITS SURGELÉS,PROTECTION DE L’ENFANCE - ACTION ÉDUCATIVE,PROTECTION DE L’ENFANCE - HÉBERGEMENT,PSYCHOMOTRICIEN,RELAIS POSTE,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE,SALLES DE COMBAT,SALLES NON SPÉCIALISÉES,SALLES SPÉCIALISÉES,SERVICES FUNÉRAIRES,SPORTS DE GLACE,SPORTS NAUTIQUES,SPÉCIALISTE EN CARDIOLOGIE,SPÉCIALISTE EN GASTRO-ENTÉROLOGIE HÉPATOLOGIE,SPÉCIALISTE EN PNEUMOLOGIE,SPÉCIALISTE EN STOMATOLOGIE,STATION-SERVICE,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE,TENNIS,TERRAIN DE GOLF,TERRAINS DE GRANDS JEUX,TRANSFUSION SANGUINE,TRAVAIL PROTÉGÉ,TRIBUNAL DE COMMERCE (TCO),URGENCES,ÉCOLE D’ENSEIGNEMENT SUPÉRIEUR AGRICOLE,ÉQUIPEMENT DE CYCLISME,ÉTABLISSEMENT PSYCHIATRIQUE,ÉTABLISSEMENT SANTÉ COURT SÉJOUR,ÉTABLISSEMENT SANTÉ LONG SÉJOUR,ÉTABLISSEMENT SANTÉ MOYEN SÉJOUR
2829,2021,10,43,288.22754491017963,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.86155,2.37407,0.016,2.399,39839.12931332299,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1
6281,2021,10,43,0.0,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.896825,2.345648,0.11,4.473,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
5677,2021,10,43,79.31137724550898,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.83977,2.30198,0.101,3.501,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
28,2021,10,43,44.01796407185629,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.83511,2.33338,0.227,2.484,24322.526118098907,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
610,2021,10,43,57.07185628742515,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.843435,2.383378,0.486,3.36,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1389,2021,10,43,43.34131736526946,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.830449,2.353199,0.299,3.025,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3117,2021,10,43,49.68862275449102,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.874716,2.292439,0.266,4.168,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
4678,2021,10,43,57.23952095808383,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100,2021,10,43,58.01796407185629,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.83521,2.33307,0.238,2.479,24322.526118098907,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
4747,2021,10,43,74.48502994011976,0.0,1.0,0.0,8.695808383233533,16.134131736526946,12.206586826347305,2.4760479041916166,3.554491017964072,202143,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
729,2021,11,44,0.0,0.1377245508982036,1.0,0.0,6.676646706586826,12.559880239520957,9.347305389221557,2.075449101796407,3.67185628742515,202144,48.84604,2.37561,0.336,2.72,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
5462,2021,11,44,66.13095238095238,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.85209,2.28508,0.516,4.224,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
2254,2021,11,44,141.3095238095238,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.85735,2.35211,0.094,0.73,18362.02913580504,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
6210,2021,11,44,231.05988023952096,0.1377245508982036,1.0,0.0,6.676646706586826,12.559880239520957,9.347305389221557,2.075449101796407,3.67185628742515,202144,48.86377,2.35096,0.151,1.017,21928.98943803198,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5678,2021,11,44,73.8452380952381,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.83977,2.30198,0.101,3.501,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
6406,2021,11,44,89.76785714285714,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.88529,2.32666,0.216,3.382,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
2974,2021,11,44,100.94047619047619,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.860852,2.372279,0.116,2.254,39839.12931332299,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1
5031,2021,11,44,0.011904761904761904,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.86378,2.32003,0.35,1.81,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4959,2021,11,44,86.54761904761905,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.86373,2.31973,0.356,1.828,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5606,2021,11,44,54.357142857142854,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.84638,2.31529,0.159,2.284,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
4322,2021,11,44,94.20238095238095,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.86179,2.32014,0.147,1.718,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
323,2021,11,44,79.86904761904762,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.87773,2.3506,0.215,2.422,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
3190,2021,11,44,10.583333333333334,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.88181,2.281546,0.555,5.257,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
4679,2021,11,44,51.666666666666664,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.86357,2.32203,0.319,1.669,8799.126843662507,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1112,2021,11,44,35.666666666666664,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.83848,2.37587,0.374,3.192,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1390,2021,11,44,35.19047619047619,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.830449,2.353199,0.299,3.025,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
682,2021,11,44,0.0,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.84604,2.37561,0.336,2.72,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
101,2021,11,44,55.267857142857146,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.83521,2.33307,0.238,2.479,24322.526118098907,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
2686,2021,11,44,37.32738095238095,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.83992,2.26694,0.402,5.831,10247.461797828637,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
1040,2021,11,44,16.61676646706587,0.1377245508982036,1.0,0.0,6.676646706586826,12.559880239520957,9.347305389221557,2.075449101796407,3.67185628742515,202144,48.830331,2.400551,0.269,5.187,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
896,2021,11,44,18.832335329341316,0.1377245508982036,1.0,0.0,6.676646706586826,12.559880239520957,9.347305389221557,2.075449101796407,3.67185628742515,202144,48.829523,2.38699,0.426,4.462,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
5886,2021,11,44,88.82738095238095,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.86502,2.35387,0.2,1.262,29299.259647608556,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6354,2021,11,44,95.54761904761905,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.88529,2.32666,0.216,3.382,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
1606,2021,11,44,62.964285714285715,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.83068,2.35348,0.264,3.006,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3898,2021,11,44,49.94642857142857,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.89141,2.38482,0.467,4.969,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
3118,2021,11,44,45.07142857142857,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.874716,2.292439,0.266,4.168,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
2614,2021,11,44,104.07142857142857,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.84015,2.26733,0.367,5.795,10247.461797828637,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
611,2021,11,44,57.232142857142854,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.843435,2.383378,0.486,3.36,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
3046,2021,11,44,0.0,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.860528,2.388364,0.288,3.413,39839.12931332299,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1
3250,2021,11,44,41.904761904761905,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.881626,2.281203,0.556,5.267,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
4892,2021,11,44,78.92857142857143,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.869831,2.307076,0.33,2.965,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4114,2021,11,44,61.24404761904762,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.889046,2.374872,0.198,4.325,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
3970,2021,11,44,52.91017964071856,0.1377245508982036,1.0,0.0,6.676646706586826,12.559880239520957,9.347305389221557,2.075449101796407,3.67185628742515,202144,48.89141,2.38482,0.467,4.969,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
3466,2021,11,44,38.779761904761905,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.86485,2.40966,0.104,5.031,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
3610,2021,11,44,75.22619047619048,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.89172,2.38531,0.479,5.019,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
395,2021,11,44,0.0,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.87813,2.3497,0.154,2.449,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
4466,2021,11,44,19.511904761904763,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.86284,2.310345,0.241,2.438,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
539,2021,11,44,327.75,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.877726,2.354926,0.388,2.521,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
5958,2021,11,44,111.54761904761905,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.85013,2.35423,0.449,1.142,23193.50578293448,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0
3754,2021,11,44,34.93452380952381,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.890457,2.368852,0.582,4.235,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
1822,2021,11,44,29.75,0.14285714285714285,1.0,0.0,6.685714285714286,12.571428571428571,9.357142857142858,2.0857142857142854,3.685714285714286,202144,48.84223,2.36811,0.299,2.487,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
